invoice_id,invoice_date,amount,payment_date
4463,2025-04-12,1583.46,2025-05-10
3591,2025-08-05,676.32,2025-08-20
4049,2025-08-10,71.88,2025-08-19
4052,2025-10-04,1421.88,2025-11-10
1358,2025-10-02,1500.12,2025-10-08
347,2025-03-02,930.62,2025-03-21
2294,2025-07-08,1619.2,2025-08-14
49,2025-07-04,185.12,2025-08-04
891,2025-08-23,333.36,2025-09-16
2040,2025-05-02,200.36,2025-06-10
1862,2025-11-09,575.82,2025-12-16
3318,2025-07-30,1942.93,2025-08-04
4834,2025-01-08,468.72,2025-02-13
3789,2025-08-19,1108.14,2025-09-14
4827,2025-07-07,646.92,2025-08-07
4450,2025-01-14,549.36,2025-02-09
2531,2025-11-19,1173.9,2025-12-02
667,2025-02-23,932.4,2025-03-09
451,2025-07-14,627.48,2025-08-11
1165,2025-11-12,335.02,2025-12-09
4494,2025-06-30,143.76,2025-08-07
643,2025-11-24,319.9,2025-12-16
4437,2025-11-26,1394.88,2025-12-16
2912,2025-10-23,342.87,2025-12-01
2505,2025-04-11,541.8,2025-04-30
257,2025-02-23,901.76,2025-03-27
3269,2025-07-07,680.16,2025-08-11
2862,2025-03-29,221.6,2025-04-12
3015,2025-04-19,665.37,2025-04-26
3536,2025-05-26,590.94,2025-06-14
885,2025-02-05,1309.62,2025-03-02
2826,2025-08-13,639.8,2025-08-20
2160,2025-04-19,1242.67,2025-05-22
3032,2025-11-24,193.92,2025-12-31
4284,2025-09-10,1182.88,2025-10-18
2749,2025-06-23,418.32,2025-07-25
2266,2025-04-18,1505.55,2025-05-21
641,2025-12-04,359.4,2025-12-16
278,2025-01-11,1066.07,2025-01-23
380,2025-04-05,976.64,2025-05-11
4684,2025-11-29,51.8,2025-12-11
4435,2025-12-09,48.48,2026-01-13
2151,2025-11-02,1500.12,2025-11-25
3818,2025-09-08,903.6,2025-10-05
1859,2025-01-12,117.18,2025-02-13
540,2025-01-20,2343.6,2025-01-25
3830,2025-12-10,575.52,2025-12-20
1937,2025-09-05,438.97,2025-10-13
1739,2025-10-17,1638.9,2025-11-05
1613,2025-11-09,411.52,2025-12-14
2925,2025-03-09,347.1,2025-03-28
4131,2025-07-12,200.36,2025-07-25
4461,2025-07-09,115.7,2025-07-15
1866,2025-05-19,903.6,2025-06-02
4700,2025-08-21,1350.33,2025-09-21
432,2025-07-05,213.95,2025-08-07
467,2025-11-14,1638.9,2025-12-22
983,2025-03-07,1279.26,2025-03-23
4112,2025-10-26,903.0,2025-12-01
3760,2025-12-24,2226.42,2026-01-23
1372,2025-09-23,703.08,2025-10-07
1425,2025-05-05,166.2,2025-05-21
461,2025-08-09,1159.76,2025-08-14
3368,2025-01-20,705.67,2025-02-01
4947,2025-01-13,1204.62,2025-01-30
2227,2025-07-09,877.94,2025-07-25
4495,2025-06-29,969.6,2025-07-18
680,2025-09-21,813.62,2025-10-25
2058,2025-02-28,180.72,2025-03-07
1245,2025-08-03,82.8,2025-09-09
1179,2025-10-20,1583.46,2025-11-13
4991,2025-04-02,845.4,2025-04-14
1850,2025-06-16,1062.9,2025-07-21
255,2025-10-20,341.11,2025-11-15
2774,2025-02-17,1920.49,2025-03-07
2145,2025-05-29,366.24,2025-06-24
1636,2025-01-30,355.35,2025-03-06
452,2025-11-15,872.64,2025-11-29
3605,2025-07-21,685.72,2025-07-28
241,2025-10-11,568.56,2025-10-20
3126,2025-12-09,142.14,2025-12-19
3855,2025-10-30,1127.2,2025-11-14
297,2026-01-05,1814.58,2026-01-13
3938,2025-07-09,248.08,2025-08-17
1022,2025-05-10,1054.62,2025-06-03
1090,2025-12-17,215.04,2026-01-25
716,2025-09-25,393.38,2025-10-09
4054,2025-08-14,302.43,2025-08-26
1120,2025-10-27,675.36,2025-11-13
1915,2025-08-01,632.43,2025-09-04
1343,2025-06-13,171.16,2025-07-20
3772,2025-05-15,402.96,2025-06-13
4534,2025-09-01,1256.81,2025-09-21
3180,2025-01-26,766.92,2025-02-03
1804,2025-06-30,666.72,2025-07-19
1651,2025-05-29,214.4,2025-07-07
1226,2025-10-09,71.88,2025-10-17
4102,2025-06-03,767.27,2025-07-07
3228,2025-11-22,860.04,2025-12-01
3619,2025-05-22,564.39,2025-06-19
2527,2025-06-25,1335.13,2025-07-08
1912,2025-06-02,393.38,2025-06-13
3245,2025-11-10,617.4,2025-11-29
1750,2025-08-26,1907.03,2025-09-26
1695,2025-09-14,242.88,2025-10-21
3512,2025-04-20,277.0,2025-05-27
2368,2025-05-19,907.29,2025-06-24
1193,2025-12-27,862.56,2026-01-05
3594,2025-12-03,718.88,2025-12-18
534,2025-04-24,771.84,2025-05-30
1532,2025-07-31,200.74,2025-08-11
4978,2025-05-02,497.49,2025-05-29
67,2025-07-18,288.96,2025-08-24
100,2025-08-26,587.76,2025-09-20
1608,2025-01-19,269.58,2025-02-04
4464,2025-10-28,1581.58,2025-11-21
2169,2025-06-04,1275.48,2025-07-09
2167,2026-01-05,109.26,2026-02-11
1741,2025-08-09,231.4,2025-09-10
1894,2025-10-22,321.45,2025-11-01
521,2025-07-23,360.1,2025-08-04
2221,2025-01-25,1087.32,2025-02-01
39,2025-06-09,639.8,2025-07-08
2104,2025-11-18,109.61,2025-12-20
1528,2025-04-25,284.28,2025-05-14
1018,2025-09-30,462.8,2025-10-13
470,2025-10-06,102.88,2025-11-13
3569,2025-09-17,1405.4,2025-10-22
2276,2025-09-19,651.17,2025-10-25
1480,2025-03-29,542.16,2025-04-16
4300,2025-06-17,83.64,2025-07-07
3154,2025-06-17,470.9,2025-07-01
4170,2025-06-19,836.64,2025-07-11
1171,2025-11-01,837.12,2025-12-02
2239,2025-05-03,277.0,2025-05-18
3793,2025-06-24,732.68,2025-07-31
2179,2025-10-15,242.88,2025-11-08
926,2025-02-12,1191.49,2025-02-19
1184,2025-08-12,1600.06,2025-09-06
3055,2025-09-14,802.62,2025-09-30
4738,2025-01-12,954.63,2025-01-24
980,2025-11-13,1003.36,2025-12-19
1283,2025-08-31,69.42,2025-09-12
2551,2025-04-10,185.22,2025-04-29
3374,2025-01-16,402.4,2025-01-23
3,2025-02-22,1003.36,2025-03-21
979,2025-09-02,269.1,2025-09-17
269,2025-04-30,501.84,2025-05-26
4609,2025-08-02,387.84,2025-08-13
1667,2025-10-15,925.92,2025-10-23
1061,2025-04-05,71.88,2025-04-27
206,2025-11-20,828.8,2025-12-22
640,2025-03-03,2208.56,2025-04-08
4689,2025-10-17,740.88,2025-11-04
3912,2025-08-17,180.6,2025-08-26
4970,2025-12-21,304.7,2026-01-12
3997,2025-11-13,689.81,2025-12-16
4853,2025-04-04,526.3,2025-04-25
4316,2025-10-25,506.52,2025-11-19
1457,2025-05-14,255.92,2025-06-21
3082,2025-08-24,906.36,2025-09-18
1786,2025-10-23,351.54,2025-11-30
1975,2025-11-22,77.32,2025-12-03
327,2025-02-26,1505.52,2025-03-20
1877,2025-04-27,1346.34,2025-05-19
788,2025-08-22,814.4,2025-09-08
126,2025-06-11,1666.8,2025-07-14
2771,2025-02-27,468.72,2025-03-28
1876,2025-03-12,844.2,2025-04-03
3417,2025-05-14,27.7,2025-05-24
2436,2025-11-07,1457.28,2025-11-20
3647,2025-08-07,1720.08,2025-08-23
1809,2025-03-01,800.03,2025-03-16
2386,2025-07-19,200.74,2025-08-13
3857,2025-08-17,1257.19,2025-08-28
1942,2025-07-28,563.6,2025-08-16
3013,2025-05-11,207.0,2025-06-04
2292,2025-07-25,1743.6,2025-08-29
3913,2025-10-29,430.74,2025-11-24
2806,2025-05-20,689.81,2025-06-15
458,2025-02-08,180.6,2025-02-21
3665,2025-06-13,530.35,2025-07-17
1095,2025-04-19,1714.35,2025-05-19
4602,2025-01-08,139.44,2025-01-31
1265,2025-04-04,166.2,2025-04-26
953,2025-01-09,109.26,2025-02-04
2596,2025-04-03,424.28,2025-04-20
3971,2025-02-08,627.84,2025-02-22
2630,2025-09-09,483.84,2025-09-22
3218,2025-09-09,154.32,2025-09-17
3530,2025-06-18,279.09,2025-07-18
2576,2025-05-31,575.52,2025-06-21
3246,2025-02-15,488.04,2025-03-05
2931,2025-12-13,1036.0,2026-01-09
2590,2025-08-28,426.42,2025-09-22
1330,2025-03-05,23.14,2025-03-13
2890,2025-02-03,1208.88,2025-03-07
3708,2025-08-28,801.99,2025-09-26
4087,2025-08-03,144.9,2025-08-10
4712,2025-10-27,861.48,2025-11-08
2482,2025-05-11,618.56,2025-06-10
1649,2025-11-14,359.44,2025-12-23
1620,2025-08-18,1221.6,2025-09-04
4719,2025-04-30,599.06,2025-05-12
2272,2025-02-21,514.4,2025-03-09
2295,2025-02-11,1323.4,2025-02-16
1692,2025-04-25,154.32,2025-04-30
2004,2025-10-13,1433.4,2025-11-13
1109,2025-07-18,372.6,2025-08-20
2378,2025-11-12,698.88,2025-12-07
1540,2025-08-13,443.04,2025-08-30
4373,2025-02-22,70.27,2025-03-13
3785,2025-08-28,106.07,2025-09-10
4875,2025-11-10,969.6,2025-12-08
3178,2025-07-19,1527.0,2025-08-04
2593,2025-11-30,1208.19,2025-12-25
4742,2025-12-31,964.35,2026-02-04
1370,2025-01-21,677.7,2025-02-14
4018,2025-05-27,385.11,2025-06-23
96,2025-11-12,2259.4,2025-12-04
906,2025-04-30,425.26,2025-05-24
3050,2025-02-09,575.04,2025-03-04
4107,2025-06-15,964.35,2025-06-26
488,2025-09-25,421.62,2025-10-21
3315,2025-06-28,772.97,2025-07-19
3585,2025-05-06,107.15,2025-05-21
4041,2025-02-02,937.44,2025-02-15
3643,2025-06-23,496.16,2025-07-31
3693,2025-03-12,678.72,2025-04-01
2521,2025-07-22,764.82,2025-08-24
2537,2025-01-16,1928.7,2025-02-13
3907,2025-07-16,465.15,2025-08-03
998,2025-04-24,1421.4,2025-05-17
1320,2025-09-19,316.26,2025-10-23
4996,2025-06-06,1107.6,2025-07-12
3286,2025-01-22,100.18,2025-02-21
1611,2025-03-08,1505.52,2025-04-13
2522,2025-12-20,331.66,2025-12-28
2290,2026-01-07,1201.86,2026-01-31
506,2025-02-06,881.64,2025-03-09
2059,2025-03-30,921.12,2025-04-16
4833,2025-07-06,801.99,2025-08-14
4932,2025-03-07,1204.44,2025-03-28
332,2025-12-05,1254.96,2025-12-21
4298,2025-11-24,347.1,2025-12-24
2101,2025-12-23,581.76,2026-01-30
17,2025-03-06,61.74,2025-03-27
1435,2025-05-03,666.72,2025-06-01
183,2025-11-30,214.3,2025-12-20
4531,2025-06-07,802.62,2025-06-16
3633,2025-06-25,470.88,2025-08-02
3063,2025-08-26,250.92,2025-09-11
2687,2025-11-20,500.9,2025-12-27
3706,2025-01-10,848.56,2025-02-03
3495,2025-04-08,253.26,2025-05-14
3439,2025-11-05,1083.42,2025-11-26
2035,2025-10-07,695.88,2025-10-23
3182,2025-02-12,316.26,2025-02-21
445,2025-11-13,903.33,2025-11-18
4423,2025-01-10,2259.4,2025-01-16
2149,2025-12-12,1070.84,2025-12-23
273,2025-03-08,523.2,2025-04-06
2686,2025-12-22,466.2,2026-01-28
1096,2025-07-11,200.74,2025-07-26
4310,2025-06-04,269.1,2025-06-13
4647,2025-09-27,994.98,2025-10-31
4167,2025-11-15,876.88,2025-12-14
2592,2025-05-28,134.79,2025-06-14
1782,2025-11-09,402.96,2025-12-17
1970,2025-02-04,590.94,2025-02-24
2646,2025-09-14,1078.2,2025-09-22
626,2025-11-01,1433.4,2025-12-05
312,2025-11-09,1376.32,2025-11-26
909,2025-01-21,286.68,2025-02-17
4637,2025-09-20,188.13,2025-10-26
486,2025-05-24,318.21,2025-07-01
3631,2025-05-28,790.79,2025-06-25
3353,2025-01-18,768.06,2025-02-14
4483,2026-01-08,438.97,2026-02-02
3372,2025-01-22,621.6,2025-02-15
2354,2025-02-19,805.92,2025-03-06
1112,2025-11-29,577.92,2026-01-04
1363,2025-02-02,1133.76,2025-03-05
2185,2025-11-08,372.6,2025-12-10
888,2025-01-08,880.6,2025-02-10
2881,2025-10-20,141.72,2025-11-20
1359,2025-12-12,764.48,2025-12-30
3438,2025-09-03,186.06,2025-10-08
1676,2025-01-14,41.4,2025-01-19
3300,2025-07-21,55.4,2025-08-11
220,2025-07-28,73.93,2025-08-20
4349,2025-02-08,1108.95,2025-03-05
1865,2025-06-21,1191.49,2025-07-07
585,2025-04-27,242.88,2025-06-04
4127,2025-02-27,144.9,2025-03-30
111,2025-10-20,191.94,2025-11-12
3099,2025-03-07,366.24,2025-03-25
304,2025-11-14,276.65,2025-12-16
1584,2025-10-30,739.3,2025-11-05
1327,2026-01-03,310.5,2026-01-21
4870,2025-09-20,976.64,2025-10-13
3559,2025-06-13,617.4,2025-06-20
2763,2025-07-20,489.8,2025-08-15
3546,2025-05-12,1505.52,2025-05-26
3392,2025-09-28,1421.88,2025-10-19
1229,2025-05-25,500.04,2025-06-02
3196,2025-07-28,342.87,2025-09-03
592,2025-12-20,789.04,2026-01-23
2173,2025-09-13,710.7,2025-10-20
2106,2025-09-17,288.96,2025-10-23
3843,2025-04-24,305.4,2025-05-31
4502,2025-04-03,168.84,2025-05-12
271,2025-09-25,370.44,2025-10-24
2203,2025-07-28,814.4,2025-08-26
2352,2025-06-23,607.81,2025-07-17
4205,2025-01-28,470.88,2025-02-17
2083,2025-06-30,327.78,2025-07-19
2431,2025-08-18,462.8,2025-09-13
3046,2025-08-04,1315.32,2025-08-31
2460,2025-09-04,802.96,2025-09-11
3243,2025-08-13,180.6,2025-08-27
1107,2025-03-12,727.2,2025-04-16
3320,2025-07-25,226.35,2025-08-23
4345,2025-06-25,400.72,2025-07-20
3092,2025-10-19,95.72,2025-11-25
1026,2025-11-28,1437.6,2025-12-13
826,2025-03-04,332.28,2025-03-15
3655,2025-03-03,722.88,2025-03-29
4043,2025-05-14,354.3,2025-05-27
3192,2025-06-20,1046.4,2025-06-28
775,2025-04-12,438.44,2025-04-21
1758,2025-03-05,1730.6,2025-03-27
3463,2025-10-02,539.16,2025-10-07
1929,2025-01-09,722.4,2025-02-02
1956,2025-12-08,402.96,2025-12-22
1991,2025-07-11,913.92,2025-08-14
60,2025-08-16,2121.4,2025-08-24
4992,2025-05-31,1914.06,2025-07-03
3864,2025-09-08,27.7,2025-09-23
2561,2025-07-31,604.44,2025-09-06
887,2025-05-23,51.8,2025-07-01
4880,2025-01-28,295.47,2025-02-12
3478,2025-10-07,541.8,2025-10-31
2408,2025-03-16,1425.2,2025-04-13
4836,2025-09-07,416.52,2025-10-09
2187,2025-07-24,397.32,2025-08-02
3184,2025-06-12,214.4,2025-06-26
4907,2025-05-05,1420.38,2025-06-12
449,2025-05-25,104.64,2025-06-07
325,2025-08-13,591.36,2025-09-05
971,2025-02-18,581.76,2025-03-07
2488,2025-09-03,657.66,2025-09-17
1456,2025-06-19,872.64,2025-07-05
2618,2025-11-03,677.82,2025-11-25
1207,2025-02-26,1108.95,2025-03-16
381,2025-06-22,1254.96,2025-07-31
1579,2026-01-03,543.83,2026-01-22
652,2025-07-18,1250.1,2025-07-24
3189,2025-02-07,1133.76,2025-03-08
4113,2025-02-01,61.74,2025-03-10
1580,2025-03-24,1591.05,2025-04-21
503,2025-06-13,618.56,2025-07-07
4944,2025-08-28,46.28,2025-09-21
376,2025-01-17,1324.68,2025-01-25
738,2025-03-17,141.72,2025-04-08
1800,2025-03-30,2215.2,2025-04-23
1657,2025-10-23,123.48,2025-11-08
1499,2025-12-21,1644.15,2026-01-07
2086,2025-03-31,903.0,2025-04-12
4472,2025-11-04,485.76,2025-11-18
1759,2025-02-26,1242.28,2025-03-24
4903,2025-03-09,186.3,2025-03-14
4444,2025-05-15,295.47,2025-05-22
1333,2025-08-23,339.36,2025-09-25
4895,2025-08-04,214.4,2025-08-21
1710,2025-05-31,362.6,2025-07-08
2889,2025-04-05,636.74,2025-04-17
4481,2025-08-17,496.16,2025-08-28
1233,2025-06-25,1108.91,2025-07-26
3968,2025-07-11,678.72,2025-07-23
903,2025-03-29,1354.5,2025-04-05
4945,2025-02-22,250.02,2025-03-21
4197,2025-06-14,95.56,2025-07-20
4884,2025-11-21,109.61,2025-12-01
4468,2025-09-05,813.01,2025-10-13
1911,2025-04-01,1309.62,2025-04-23
4037,2025-06-29,1008.1,2025-08-03
1574,2025-08-03,2082.59,2025-09-01
2844,2025-11-09,1505.55,2025-11-29
2803,2025-10-05,1003.36,2025-11-03
2860,2025-01-29,47.38,2025-03-02
3188,2025-11-29,650.16,2025-12-23
1582,2025-10-08,1162.4,2025-10-23
2205,2025-11-01,70.86,2025-11-13
2804,2025-09-14,940.65,2025-09-19
473,2025-05-20,1355.64,2025-06-24
1627,2025-03-16,1815.64,2025-04-12
3037,2025-02-18,812.7,2025-03-11
4660,2025-10-22,1272.84,2025-11-15
3230,2025-01-30,600.32,2025-02-15
2927,2025-07-25,1528.96,2025-08-19
3177,2025-11-10,1119.8,2025-12-03
781,2025-09-26,503.0,2025-10-25
3014,2025-07-17,95.72,2025-08-01
4141,2025-04-29,1257.19,2025-05-16
1454,2025-01-31,2185.2,2025-02-07
563,2025-07-13,969.6,2025-07-24
1021,2025-03-03,350.63,2025-03-09
3752,2025-05-05,1234.8,2025-06-11
2349,2025-08-17,507.24,2025-09-11
4114,2025-06-21,300.82,2025-07-25
3261,2025-11-25,1807.52,2026-01-02
4858,2025-08-11,430.74,2025-08-18
5,2025-06-16,180.6,2025-07-15
4595,2025-07-17,906.66,2025-08-14
1294,2025-09-24,987.84,2025-10-23
3875,2025-12-18,215.04,2025-12-27
3139,2025-07-27,872.64,2025-08-22
1009,2025-02-04,382.24,2025-03-09
1254,2025-09-05,484.8,2025-10-14
2643,2026-01-02,880.6,2026-02-02
1697,2025-05-14,697.44,2025-05-27
1795,2026-01-01,763.81,2026-01-23
2342,2025-12-15,319.9,2025-12-25
2439,2025-06-18,71.07,2025-07-09
2122,2025-09-07,1333.44,2025-09-16
3553,2025-09-28,1628.8,2025-10-13
135,2025-07-06,568.56,2025-08-09
2502,2025-05-31,437.04,2025-06-17
2299,2025-08-21,514.4,2025-08-29
2529,2025-09-04,2015.33,2025-09-23
3104,2025-02-17,72.24,2025-02-22
3848,2025-08-26,1628.8,2025-10-04
104,2025-05-19,1350.33,2025-06-27
690,2025-01-25,622.18,2025-03-02
2085,2025-03-02,630.24,2025-03-23
3738,2025-07-30,1083.42,2025-08-24
4171,2025-03-06,1628.8,2025-03-25
772,2025-10-25,1712.58,2025-11-19
431,2025-04-15,440.82,2025-05-06
3251,2025-06-29,685.74,2025-07-18
2390,2025-08-24,70.27,2025-09-27
2684,2025-10-21,496.02,2025-11-23
1348,2025-08-27,191.44,2025-09-26
4628,2025-03-03,300.54,2025-03-18
2796,2025-11-10,331.66,2025-11-21
3808,2025-11-23,702.7,2025-12-27
465,2025-01-12,772.97,2025-02-17
4192,2025-03-31,1523.34,2025-04-08
319,2025-07-01,514.4,2025-07-11
3935,2025-12-21,1421.4,2026-01-01
3962,2025-10-02,1204.62,2025-11-06
2823,2025-09-23,1208.88,2025-10-27
494,2025-03-17,568.56,2025-04-02
2514,2025-10-17,518.0,2025-10-26
3248,2025-06-03,812.7,2025-06-24
4448,2025-10-20,686.08,2025-11-26
2625,2025-04-15,934.44,2025-05-09
3884,2025-03-24,27.7,2025-04-26
2632,2025-09-29,2036.0,2025-10-11
3923,2025-11-19,779.46,2025-11-29
743,2025-10-22,1753.76,2025-11-12
2278,2025-10-16,354.3,2025-11-03
286,2025-02-05,1394.4,2025-03-08
4025,2025-06-30,1523.34,2025-08-01
2861,2025-06-18,686.28,2025-06-28
1148,2025-07-17,260.59,2025-07-27
1086,2025-09-30,234.36,2025-10-28
129,2025-08-19,533.28,2025-08-30
2183,2025-03-29,705.67,2025-04-05
3388,2026-01-06,61.04,2026-01-11
695,2025-04-16,732.68,2025-04-29
2090,2025-01-31,685.72,2025-02-08
2691,2025-04-12,768.06,2025-05-16
1982,2026-01-01,1611.84,2026-01-19
65,2025-08-22,225.94,2025-09-10
2010,2025-07-28,684.64,2025-08-23
898,2025-08-08,2036.0,2025-09-14
594,2025-12-15,2226.42,2026-01-02
1042,2025-10-12,994.08,2025-11-09
3583,2025-03-02,1330.74,2025-03-28
4784,2025-01-08,772.97,2025-02-03
1080,2025-11-27,583.38,2025-12-17
4537,2025-05-22,376.26,2025-06-22
2810,2025-07-11,1162.4,2025-08-10
447,2025-07-03,415.87,2025-07-27
1776,2025-04-24,800.03,2025-05-17
735,2025-05-01,1150.08,2025-05-15
886,2025-12-11,1605.92,2025-12-24
2822,2025-04-17,1104.07,2025-05-17
4388,2025-02-09,814.72,2025-03-10
3796,2025-03-14,929.92,2025-04-20
1118,2025-06-05,1007.4,2025-07-08
1012,2025-06-18,379.04,2025-07-22
3572,2025-10-29,212.14,2025-12-06
1801,2025-01-20,543.83,2025-02-24
1566,2025-08-15,191.12,2025-08-24
314,2025-08-05,504.05,2025-08-12
3657,2025-05-14,393.3,2025-05-25
3271,2025-05-23,210.81,2025-06-12
3668,2025-07-13,1205.71,2025-08-19
559,2025-08-06,352.1,2025-08-19
828,2025-01-10,1264.2,2025-02-11
4083,2025-02-13,210.81,2025-02-21
3999,2025-12-20,850.32,2026-01-02
2705,2025-09-14,370.44,2025-09-21
402,2025-11-01,376.32,2025-11-14
2124,2025-11-27,89.86,2025-12-22
1116,2025-11-28,1254.2,2026-01-05
95,2025-02-07,569.8,2025-02-17
106,2025-12-20,766.92,2025-12-25
3461,2025-11-26,166.68,2025-12-24
1206,2025-04-26,124.2,2025-05-31
3399,2025-02-18,1242.67,2025-02-28
3527,2025-09-09,1748.16,2025-09-26
3615,2025-05-08,751.35,2025-05-21
360,2025-06-04,96.96,2025-06-12
4535,2025-06-27,1753.76,2025-07-16
4569,2025-09-27,898.6,2025-10-28
4231,2025-06-15,2082.59,2025-07-02
3666,2025-01-27,1124.32,2025-03-06
2799,2025-11-19,901.62,2025-12-17
3670,2025-04-18,617.28,2025-04-27
4975,2025-12-08,161.98,2025-12-27
4771,2025-12-05,1928.7,2026-01-10
2875,2025-06-04,250.92,2025-06-29
491,2025-06-23,976.08,2025-07-02
2172,2025-08-30,71.07,2025-09-05
1977,2025-07-25,2121.4,2025-08-20
803,2025-11-11,539.16,2025-12-07
4144,2025-07-20,300.82,2025-08-22
3623,2025-09-13,610.4,2025-10-14
586,2025-09-15,48.98,2025-10-18
3909,2025-02-21,880.6,2025-03-23
819,2025-10-20,462.8,2025-11-22
2310,2025-01-27,261.6,2025-02-05
4401,2025-11-07,668.92,2025-12-12
2456,2025-06-11,1591.05,2025-07-12
4653,2025-08-28,1003.7,2025-09-03
3637,2025-01-09,171.16,2025-01-23
4399,2025-04-06,191.94,2025-05-03
2157,2025-03-28,513.48,2025-04-15
418,2025-07-11,185.12,2025-07-22
2755,2025-12-26,1376.32,2026-01-07
79,2025-03-25,812.7,2025-04-21
3330,2025-03-09,385.92,2025-03-25
1966,2025-04-23,979.6,2025-05-30
4923,2025-12-12,118.45,2025-12-25
1849,2025-10-28,332.28,2025-11-24
493,2025-02-04,82.8,2025-02-28
1296,2025-03-27,328.83,2025-04-30
417,2025-02-07,23.69,2025-03-04
947,2025-06-30,225.44,2025-07-08
252,2025-08-30,117.18,2025-10-06
4556,2025-05-01,464.96,2025-05-24
2830,2025-01-15,550.99,2025-02-09
2999,2025-03-05,518.0,2025-03-19
671,2025-11-28,1425.2,2025-12-06
929,2025-12-20,632.52,2026-01-18
4125,2025-03-17,302.43,2025-03-31
1106,2025-07-20,2014.8,2025-08-06
3756,2025-08-03,221.52,2025-08-14
2825,2025-03-06,201.62,2025-04-08
2451,2025-03-28,402.96,2025-04-25
646,2025-07-06,145.44,2025-07-25
4642,2025-09-05,415.5,2025-09-21
3389,2025-05-24,427.55,2025-06-29
2361,2025-04-21,109.26,2025-05-22
1907,2025-06-30,1046.4,2025-07-05
3487,2025-10-16,75.45,2025-11-21
2736,2025-11-03,290.88,2025-12-10
4244,2025-02-03,1288.98,2025-03-14
2159,2025-12-23,462.8,2026-01-28
3763,2025-05-09,1424.93,2025-06-11
1747,2025-01-19,498.6,2025-02-24
2458,2025-05-29,144.9,2025-06-24
4358,2025-09-17,1583.46,2025-09-28
3412,2025-11-12,1128.78,2025-12-18
2731,2025-11-23,554.0,2025-12-22
3854,2025-02-21,436.32,2025-03-03
3130,2025-03-05,1108.95,2025-03-10
3029,2025-11-23,621.6,2025-12-02
4950,2025-08-12,684.64,2025-09-19
4946,2025-05-14,986.49,2025-05-19
1688,2025-05-19,1054.62,2025-06-06
4841,2025-07-19,618.56,2025-08-10
3745,2025-01-12,1173.9,2025-01-26
3288,2025-01-20,219.22,2025-02-16
3205,2025-12-23,257.28,2025-12-29
1160,2025-03-13,414.4,2025-04-08
2498,2025-07-08,728.64,2025-08-07
1168,2025-06-13,185.22,2025-07-10
1100,2025-03-19,734.7,2025-04-12
2558,2025-03-24,90.3,2025-04-28
2660,2025-05-09,1051.16,2025-05-28
3959,2025-04-15,214.3,2025-05-24
4506,2025-05-19,864.36,2025-05-30
2116,2025-01-19,496.98,2025-02-20
3012,2025-02-02,85.76,2025-03-06
4184,2025-12-31,1150.08,2026-01-27
309,2025-09-24,1803.19,2025-10-17
4906,2025-10-01,351.9,2025-10-14
875,2025-01-25,418.32,2025-02-02
4559,2025-04-04,428.8,2025-04-15
2641,2025-01-18,903.6,2025-02-14
2348,2025-09-05,907.29,2025-09-13
2613,2025-07-24,850.32,2025-08-04
3715,2025-11-10,503.16,2025-11-24
525,2025-08-18,1814.58,2025-08-23
3847,2025-05-02,828.8,2025-05-19
1241,2025-10-21,106.07,2025-10-29
4500,2025-11-09,41.4,2025-12-17
997,2025-05-20,666.72,2025-05-29
2735,2025-06-22,470.9,2025-07-03
82,2025-07-26,209.28,2025-08-14
935,2025-08-15,428.6,2025-09-04
3191,2025-12-08,124.04,2026-01-11
3800,2025-06-26,527.17,2025-07-29
2594,2025-05-17,53.76,2025-06-21
3853,2025-02-02,191.12,2025-02-13
492,2025-05-04,45.18,2025-05-14
4473,2025-06-04,171.16,2025-06-30
3586,2025-07-24,564.85,2025-08-02
1031,2025-08-24,83.64,2025-09-12
2016,2025-12-20,1605.92,2026-01-06
2030,2025-03-18,702.7,2025-03-27
350,2025-02-24,802.62,2025-03-22
2426,2025-08-17,1591.05,2025-09-24
4250,2025-09-04,348.6,2025-09-17
3795,2025-12-09,764.82,2025-12-28
576,2025-08-03,42.79,2025-08-13
2279,2025-12-25,2035.85,2026-01-05
2044,2025-01-26,1335.13,2025-02-05
4740,2025-01-09,451.88,2025-01-26
2069,2025-08-16,386.6,2025-08-30
262,2025-05-15,85.76,2025-05-23
4391,2025-08-02,967.68,2025-09-03
3151,2025-07-20,569.8,2025-08-16
839,2025-10-27,664.56,2025-11-18
3849,2025-04-09,117.18,2025-05-15
4471,2025-06-06,1505.55,2025-07-15
468,2025-01-31,1129.7,2025-02-28
581,2025-08-28,507.24,2025-10-02
1668,2025-04-06,771.84,2025-04-13
894,2025-09-28,1234.8,2025-10-23
4532,2025-01-19,1108.95,2025-02-13
1270,2025-01-14,1607.25,2025-02-02
4174,2025-08-21,215.64,2025-09-01
2056,2025-12-14,234.36,2026-01-14
2045,2025-06-01,584.09,2025-06-17
472,2025-04-01,269.1,2025-04-09
3166,2025-12-25,115.7,2026-01-23
2146,2025-05-23,1720.08,2025-06-28
261,2025-03-05,1310.53,2025-03-20
3832,2025-06-17,1008.1,2025-07-24
2190,2025-04-27,42.21,2025-05-04
2323,2025-11-03,219.22,2025-11-13
2084,2025-12-18,987.84,2026-01-24
3172,2025-09-02,351.35,2025-09-07
1678,2025-06-05,1014.48,2025-07-12
4354,2025-01-27,376.32,2025-02-22
1928,2025-09-02,431.28,2025-09-14
3200,2025-02-21,462.96,2025-03-05
