order_id,order_date,customer_id,product_id,quantity,unit_price,order_value,invoice_id,invoice_date
1232,2025-08-17,39,23,8,51.8,414.4,1232,2025-08-22
1233,2025-06-23,62,14,11,100.81,1108.91,1233,2025-06-25
1234,2025-06-03,23,21,11,100.74,1108.14,1234,2025-06-09
1235,2025-02-14,91,39,14,56.36,789.04,1235,2025-02-17
1236,2025-07-27,21,50,13,47.86,622.18,1236,2025-07-29
1237,2025-08-21,68,9,11,42.88,471.68,1237,2025-08-22
1238,2025-09-01,10,43,18,69.72,1254.96,1238,2025-09-04
1239,2025-04-26,94,43,11,69.72,766.92,1239,2025-05-02
1240,2025-07-06,46,44,20,50.09,1001.8,1240,2025-07-10
1241,2025-10-12,25,28,1,106.07,106.07,1241,2025-10-21
1242,2025-07-26,61,15,13,83.34,1083.42,1242,2025-08-01
1243,2025-12-19,2,13,16,112.97,1807.52,1243,2025-12-26
1244,2025-11-09,62,50,5,47.86,239.3,1244,2025-11-16
1245,2025-07-30,45,29,4,20.7,82.8,1245,2025-08-03
1246,2025-11-05,32,26,15,62.71,940.65,1246,2025-11-12
1247,2025-11-10,72,41,5,116.24,581.2,1247,2025-11-15
1248,2025-06-07,19,17,18,100.37,1806.66,1248,2025-06-15
1249,2025-07-21,59,50,16,47.86,765.76,1249,2025-07-22
1250,2025-01-10,66,43,13,69.72,906.36,1250,2025-01-17
1251,2025-06-04,61,26,5,62.71,313.55,1251,2025-06-08
1252,2025-01-22,88,20,20,73.93,1478.6,1252,2025-01-24
1253,2025-12-22,26,12,7,36.12,252.84,1253,2025-12-29
1254,2025-09-03,31,45,10,48.48,484.8,1254,2025-09-05
1255,2025-08-10,97,31,20,61.74,1234.8,1255,2025-08-17
1256,2025-09-15,69,11,19,48.98,930.62,1256,2025-09-16
1257,2025-03-27,21,30,6,71.07,426.42,1257,2025-03-28
1258,2025-05-12,82,33,5,31.99,159.95,1258,2025-05-15
1259,2025-03-06,58,7,8,61.04,488.32,1259,2025-03-13
1260,2025-03-21,31,13,5,112.97,564.85,1260,2025-03-26
1261,2025-02-26,20,46,6,23.69,142.14,1261,2025-02-27
1262,2025-04-16,43,20,18,73.93,1330.74,1262,2025-04-17
1263,2025-07-15,55,27,3,101.8,305.4,1263,2025-07-18
1264,2025-10-31,91,50,4,47.86,191.44,1264,2025-11-06
1265,2025-03-30,57,10,6,27.7,166.2,1265,2025-04-04
1266,2025-03-14,26,23,15,51.8,777.0,1266,2025-03-22
1267,2025-02-12,29,16,16,107.15,1714.4,1267,2025-02-16
1268,2025-05-15,38,27,17,101.8,1730.6,1268,2025-05-22
1269,2025-04-22,4,32,13,42.21,548.73,1269,2025-04-29
1270,2025-01-09,92,16,15,107.15,1607.25,1270,2025-01-14
1271,2025-04-01,93,23,14,51.8,725.2,1271,2025-04-09
1272,2025-11-03,6,41,3,116.24,348.72,1272,2025-11-09
1273,2025-07-04,10,23,16,51.8,828.8,1273,2025-07-13
1274,2025-09-27,69,41,14,116.24,1627.36,1274,2025-10-04
1275,2025-05-17,51,14,18,100.81,1814.58,1275,2025-05-21
1276,2025-01-29,49,14,2,100.81,201.62,1276,2025-02-02
1277,2025-10-17,91,38,4,90.3,361.2,1277,2025-10-26
1278,2025-02-20,62,1,18,23.14,416.52,1278,2025-02-23
1279,2025-03-27,65,42,2,45.18,90.36,1279,2025-03-28
1280,2025-10-03,84,20,19,73.93,1404.67,1280,2025-10-08
1281,2025-06-25,72,19,19,109.26,2075.94,1281,2025-06-28
1282,2025-03-26,68,14,7,100.81,705.67,1282,2025-04-03
1283,2025-08-30,55,1,3,23.14,69.42,1283,2025-08-31
1284,2025-09-14,44,41,4,116.24,464.96,1284,2025-09-22
1285,2025-08-27,9,22,9,109.61,986.49,1285,2025-08-30
1286,2025-04-24,24,32,17,42.21,717.57,1286,2025-04-27
1287,2025-03-02,48,36,2,52.32,104.64,1287,2025-03-10
1288,2025-09-14,39,10,7,27.7,193.9,1288,2025-09-18
1289,2025-11-14,18,28,12,106.07,1272.84,1289,2025-11-18
1290,2025-04-27,38,25,1,42.79,42.79,1290,2025-05-05
1291,2025-02-13,38,7,17,61.04,1037.68,1291,2025-02-15
1292,2025-10-01,34,47,2,80.96,161.92,1292,2025-10-04
1293,2025-11-27,18,37,13,71.88,934.44,1293,2025-12-05
1294,2025-09-21,15,31,16,61.74,987.84,1294,2025-09-24
1295,2025-05-24,71,3,17,51.44,874.48,1295,2025-05-28
1296,2025-03-20,88,22,3,109.61,328.83,1296,2025-03-27
1297,2025-06-10,49,12,7,36.12,252.84,1297,2025-06-18
1298,2025-02-17,63,3,3,51.44,154.32,1298,2025-02-26
1299,2025-02-02,61,41,14,116.24,1627.36,1299,2025-02-04
1300,2025-06-08,96,2,12,83.64,1003.68,1300,2025-06-10
1301,2025-05-12,54,42,12,45.18,542.16,1301,2025-05-13
1302,2025-03-05,52,26,13,62.71,815.23,1302,2025-03-07
1303,2025-07-27,79,30,3,71.07,213.21,1303,2025-08-04
1304,2025-01-06,83,27,17,101.8,1730.6,1304,2025-01-07
1305,2025-05-05,11,17,19,100.37,1907.03,1305,2025-05-09
1306,2025-03-31,38,42,18,45.18,813.24,1306,2025-04-02
1307,2025-01-01,36,32,1,42.21,42.21,1307,2025-01-09
1308,2025-03-24,90,9,3,42.88,128.64,1308,2025-03-26
1309,2025-05-15,19,12,20,36.12,722.4,1309,2025-05-21
1310,2025-10-17,78,22,18,109.61,1972.98,1310,2025-10-18
1311,2025-02-15,56,49,20,25.15,503.0,1311,2025-02-20
1312,2025-01-23,90,1,2,23.14,46.28,1312,2025-01-29
1313,2025-09-14,34,47,16,80.96,1295.36,1313,2025-09-19
1314,2025-12-16,49,4,17,70.86,1204.62,1314,2025-12-20
1315,2025-05-02,54,49,18,25.15,452.7,1315,2025-05-04
1316,2025-11-15,5,2,13,83.64,1087.32,1316,2025-11-20
1317,2025-11-12,51,21,17,100.74,1712.58,1317,2025-11-13
1318,2025-11-02,51,19,1,109.26,109.26,1318,2025-11-03
1319,2025-09-22,42,43,14,69.72,976.08,1319,2025-09-27
1320,2025-09-12,26,42,7,45.18,316.26,1320,2025-09-19
1321,2025-07-28,31,19,16,109.26,1748.16,1321,2025-07-30
1322,2025-01-19,69,31,6,61.74,370.44,1322,2025-01-20
1323,2025-11-02,44,11,4,48.98,195.92,1323,2025-11-09
1324,2025-03-28,73,14,2,100.81,201.62,1324,2025-03-31
1325,2025-09-30,24,33,18,31.99,575.82,1325,2025-10-06
1326,2025-07-27,41,44,7,50.09,350.63,1326,2025-07-29
1327,2025-12-28,68,29,15,20.7,310.5,1327,2026-01-03
1328,2025-07-13,29,44,9,50.09,450.81,1328,2025-07-15
1329,2025-07-02,26,18,16,38.66,618.56,1329,2025-07-04
1330,2025-03-01,98,1,1,23.14,23.14,1330,2025-03-05
1331,2025-07-16,80,11,17,48.98,832.66,1331,2025-07-24
1332,2025-04-30,69,45,14,48.48,678.72,1332,2025-05-03
1333,2025-08-20,16,45,7,48.48,339.36,1333,2025-08-23
1334,2025-12-10,18,6,6,44.93,269.58,1334,2025-12-17
1335,2025-10-17,88,1,13,23.14,300.82,1335,2025-10-26
1336,2025-04-19,8,17,6,100.37,602.22,1336,2025-04-28
1337,2025-05-08,92,4,20,70.86,1417.2,1337,2025-05-13
1338,2025-07-31,97,32,20,42.21,844.2,1338,2025-08-01
1339,2025-09-19,74,27,15,101.8,1527.0,1339,2025-09-28
1340,2025-10-08,94,5,7,110.76,775.32,1340,2025-10-13
1341,2025-08-16,55,4,6,70.86,425.16,1341,2025-08-22
1342,2025-11-24,4,13,8,112.97,903.76,1342,2025-11-28
1343,2025-06-09,12,25,4,42.79,171.16,1343,2025-06-13
1344,2025-11-08,45,36,10,52.32,523.2,1344,2025-11-15
1345,2025-10-31,79,13,17,112.97,1920.49,1345,2025-11-05
1346,2025-09-06,80,50,14,47.86,670.04,1346,2025-09-14
1347,2025-10-22,2,30,17,71.07,1208.19,1347,2025-10-25
1348,2025-08-18,70,50,4,47.86,191.44,1348,2025-08-27
1349,2025-11-06,59,3,20,51.44,1028.8,1349,2025-11-11
1350,2025-10-08,34,6,8,44.93,359.44,1350,2025-10-13
1351,2025-08-06,56,18,10,38.66,386.6,1351,2025-08-12
1352,2025-08-30,28,50,2,47.86,95.72,1352,2025-09-02
1353,2025-09-30,96,46,19,23.69,450.11,1353,2025-10-03
1354,2025-01-01,76,23,4,51.8,207.2,1354,2025-01-07
1355,2025-05-22,74,44,17,50.09,851.53,1355,2025-05-26
1356,2025-06-13,39,50,7,47.86,335.02,1356,2025-06-21
1357,2025-02-21,6,19,17,109.26,1857.42,1357,2025-03-01
1358,2025-09-24,47,15,18,83.34,1500.12,1358,2025-10-02
1359,2025-12-07,6,8,8,95.56,764.48,1359,2025-12-12
1360,2025-07-13,78,6,1,44.93,44.93,1360,2025-07-15
1361,2025-05-21,71,50,3,47.86,143.58,1361,2025-05-23
1362,2025-07-22,82,48,17,70.27,1194.59,1362,2025-07-27
1363,2025-01-28,39,4,16,70.86,1133.76,1363,2025-02-02
1364,2025-04-21,49,42,15,45.18,677.7,1364,2025-04-22
1365,2025-10-14,24,10,19,27.7,526.3,1365,2025-10-17
1366,2025-04-24,86,19,11,109.26,1201.86,1366,2025-04-26
1367,2025-12-16,35,5,13,110.76,1439.88,1367,2025-12-24
1368,2025-12-09,3,40,7,117.18,820.26,1368,2025-12-11
1369,2025-01-08,96,21,9,100.74,906.66,1369,2025-01-14
1370,2025-01-17,8,42,15,45.18,677.7,1370,2025-01-21
1371,2025-06-03,81,50,11,47.86,526.46,1371,2025-06-08
1372,2025-09-18,35,40,6,117.18,703.08,1372,2025-09-23
1373,2025-03-29,35,49,19,25.15,477.85,1373,2025-04-01
1374,2025-07-08,65,3,16,51.44,823.04,1374,2025-07-11
1375,2025-09-30,99,20,1,73.93,73.93,1375,2025-10-06
1376,2025-03-26,22,42,7,45.18,316.26,1376,2025-03-28
1377,2025-01-07,20,25,18,42.79,770.22,1377,2025-01-15
1378,2025-01-09,20,21,17,100.74,1712.58,1378,2025-01-17
1379,2025-08-27,49,36,7,52.32,366.24,1379,2025-09-02
1380,2025-01-20,22,37,1,71.88,71.88,1380,2025-01-28
1381,2025-09-13,72,17,2,100.37,200.74,1381,2025-09-20
1382,2025-12-26,5,40,15,117.18,1757.7,1382,2025-12-28
1383,2025-03-26,43,45,17,48.48,824.16,1383,2025-04-03
1384,2025-06-06,4,16,19,107.15,2035.85,1384,2025-06-10
1385,2025-11-24,81,26,2,62.71,125.42,1385,2025-11-27
1386,2025-02-27,2,7,3,61.04,183.12,1386,2025-03-02
1387,2025-12-28,85,8,11,95.56,1051.16,1387,2026-01-03
1388,2025-06-22,61,31,16,61.74,987.84,1388,2025-06-24
1389,2025-03-10,36,50,20,47.86,957.2,1389,2025-03-13
1390,2025-01-13,30,16,11,107.15,1178.65,1390,2025-01-22
1391,2025-05-09,38,17,8,100.37,802.96,1391,2025-05-12
1392,2025-08-12,97,28,17,106.07,1803.19,1392,2025-08-15
1393,2025-04-05,96,20,1,73.93,73.93,1393,2025-04-11
1394,2025-06-05,13,3,15,51.44,771.6,1394,2025-06-12
1395,2025-03-06,63,24,20,31.01,620.2,1395,2025-03-10
1396,2025-02-21,37,13,1,112.97,112.97,1396,2025-02-22
1397,2025-01-01,43,18,8,38.66,309.28,1397,2025-01-02
1398,2025-05-31,2,26,7,62.71,438.97,1398,2025-06-08
1399,2025-01-15,44,31,13,61.74,802.62,1399,2025-01-16
1400,2025-08-18,75,48,4,70.27,281.08,1400,2025-08-20
1401,2025-04-13,87,36,2,52.32,104.64,1401,2025-04-17
1402,2025-06-27,94,19,7,109.26,764.82,1402,2025-07-04
1403,2025-11-08,8,29,14,20.7,289.8,1403,2025-11-14
1404,2025-04-10,99,1,1,23.14,23.14,1404,2025-04-15
1405,2025-02-05,48,26,20,62.71,1254.2,1405,2025-02-09
1406,2025-05-17,95,8,1,95.56,95.56,1406,2025-05-21
1407,2025-03-26,41,43,15,69.72,1045.8,1407,2025-03-31
1408,2025-12-17,40,5,5,110.76,553.8,1408,2025-12-22
1409,2025-05-22,67,50,7,47.86,335.02,1409,2025-05-27
1410,2025-01-18,7,50,7,47.86,335.02,1410,2025-01-24
1411,2025-10-01,72,26,10,62.71,627.1,1411,2025-10-04
1412,2025-07-08,46,50,5,47.86,239.3,1412,2025-07-10
1413,2025-04-04,10,5,3,110.76,332.28,1413,2025-04-11
1414,2025-07-02,52,34,20,53.76,1075.2,1414,2025-07-05
1415,2025-08-27,72,26,9,62.71,564.39,1415,2025-08-31
1416,2025-12-13,85,2,7,83.64,585.48,1416,2025-12-20
1417,2025-09-22,10,16,12,107.15,1285.8,1417,2025-09-26
1418,2025-07-28,99,39,6,56.36,338.16,1418,2025-07-31
1419,2025-11-22,19,38,7,90.3,632.1,1419,2025-11-23
1420,2025-07-01,94,31,20,61.74,1234.8,1420,2025-07-06
1421,2025-11-14,30,23,1,51.8,51.8,1421,2025-11-18
1422,2025-11-16,91,23,2,51.8,103.6,1422,2025-11-22
1423,2025-03-15,20,39,12,56.36,676.32,1423,2025-03-16
1424,2025-12-30,1,30,2,71.07,142.14,1424,2026-01-03
1425,2025-04-29,67,10,6,27.7,166.2,1425,2025-05-05
1426,2025-12-19,18,40,17,117.18,1992.06,1426,2025-12-24
1427,2025-02-07,26,20,6,73.93,443.58,1427,2025-02-10
1428,2025-08-08,89,44,18,50.09,901.62,1428,2025-08-10
1429,2025-06-23,39,48,12,70.27,843.24,1429,2025-07-01
1430,2025-09-15,78,3,16,51.44,823.04,1430,2025-09-19
1431,2025-11-02,55,43,2,69.72,139.44,1431,2025-11-07
1432,2025-10-13,95,41,2,116.24,232.48,1432,2025-10-15
1433,2025-05-22,63,29,12,20.7,248.4,1433,2025-05-26
1434,2025-06-05,37,17,9,100.37,903.33,1434,2025-06-13
1435,2025-04-28,39,15,8,83.34,666.72,1435,2025-05-03
1436,2025-07-29,28,36,9,52.32,470.88,1436,2025-08-04
1437,2025-01-21,85,15,8,83.34,666.72,1437,2025-01-25
1438,2025-04-19,15,20,1,73.93,73.93,1438,2025-04-20
1439,2025-08-24,95,41,2,116.24,232.48,1439,2025-08-28
1440,2025-03-31,31,19,11,109.26,1201.86,1440,2025-04-06
1441,2025-09-19,5,22,20,109.61,2192.2,1441,2025-09-20
1442,2025-08-22,84,11,12,48.98,587.76,1442,2025-08-24
1443,2025-05-23,71,3,7,51.44,360.08,1443,2025-06-01
1444,2025-11-01,37,6,6,44.93,269.58,1444,2025-11-03
1445,2025-01-05,60,35,9,114.29,1028.61,1445,2025-01-12
1446,2025-06-08,36,31,11,61.74,679.14,1446,2025-06-17
1447,2025-06-20,80,19,7,109.26,764.82,1447,2025-06-26
1448,2025-09-14,20,30,10,71.07,710.7,1448,2025-09-22
1449,2025-12-05,79,16,11,107.15,1178.65,1449,2025-12-06
1450,2025-07-04,86,20,1,73.93,73.93,1450,2025-07-08
1451,2025-03-20,27,17,2,100.37,200.74,1451,2025-03-22
1452,2025-09-12,88,48,1,70.27,70.27,1452,2025-09-18
1453,2025-11-06,87,33,7,31.99,223.93,1453,2025-11-11
1454,2025-01-22,52,19,20,109.26,2185.2,1454,2025-01-31
1455,2025-12-27,83,31,17,61.74,1049.58,1455,2026-01-05
1456,2025-06-10,73,45,18,48.48,872.64,1456,2025-06-19
1457,2025-05-06,66,33,8,31.99,255.92,1457,2025-05-14
1458,2025-03-08,21,12,12,36.12,433.44,1458,2025-03-09
1459,2025-04-14,84,35,19,114.29,2171.51,1459,2025-04-22
1460,2025-03-16,70,49,7,25.15,176.05,1460,2025-03-19
1461,2025-03-27,80,38,2,90.3,180.6,1461,2025-04-04
1462,2025-01-24,20,35,4,114.29,457.16,1462,2025-01-29
1463,2025-03-24,78,6,8,44.93,359.44,1463,2025-03-29
1464,2025-01-14,33,29,5,20.7,103.5,1464,2025-01-19
1465,2025-04-01,90,28,13,106.07,1378.91,1465,2025-04-05
1466,2025-12-30,14,31,15,61.74,926.1,1466,2026-01-02
1467,2025-08-26,17,3,18,51.44,925.92,1467,2025-08-29
1468,2025-06-28,42,11,2,48.98,97.96,1468,2025-07-04
1469,2025-08-21,76,16,17,107.15,1821.55,1469,2025-08-30
1470,2025-09-26,27,21,15,100.74,1511.1,1470,2025-10-01
1471,2025-10-07,32,8,6,95.56,573.36,1471,2025-10-09
1472,2025-06-15,23,42,4,45.18,180.72,1472,2025-06-21
1473,2025-01-05,24,49,6,25.15,150.9,1473,2025-01-09
1474,2025-09-10,78,22,1,109.61,109.61,1474,2025-09-13
1475,2025-06-14,93,5,20,110.76,2215.2,1475,2025-06-16
1476,2025-09-07,46,10,1,27.7,27.7,1476,2025-09-10
1477,2025-10-08,12,44,16,50.09,801.44,1477,2025-10-11
1478,2025-06-24,51,8,6,95.56,573.36,1478,2025-06-25
1479,2025-01-25,43,34,7,53.76,376.32,1479,2025-01-30
1480,2025-03-23,25,42,12,45.18,542.16,1480,2025-03-29
1481,2025-03-12,87,41,11,116.24,1278.64,1481,2025-03-21
1482,2025-09-14,15,4,6,70.86,425.16,1482,2025-09-21
1483,2025-04-05,8,37,6,71.88,431.28,1483,2025-04-13
1484,2025-04-19,91,6,5,44.93,224.65,1484,2025-04-26
1485,2025-12-16,22,10,15,27.7,415.5,1485,2025-12-20
1486,2025-12-27,77,36,17,52.32,889.44,1486,2026-01-04
1487,2025-06-20,41,48,20,70.27,1405.4,1487,2025-06-27
1488,2025-03-28,28,9,15,42.88,643.2,1488,2025-03-29
1489,2025-09-28,69,49,17,25.15,427.55,1489,2025-10-06
1490,2025-05-24,83,21,18,100.74,1813.32,1490,2025-05-26
1491,2025-09-30,17,27,15,101.8,1527.0,1491,2025-10-09
1492,2025-09-25,37,46,10,23.69,236.9,1492,2025-09-29
1493,2025-10-19,25,30,16,71.07,1137.12,1493,2025-10-22
1494,2025-05-07,95,7,6,61.04,366.24,1494,2025-05-09
1495,2025-01-19,9,46,1,23.69,23.69,1495,2025-01-27
1496,2025-05-31,96,18,8,38.66,309.28,1496,2025-06-01
1497,2025-08-04,11,36,10,52.32,523.2,1497,2025-08-09
1498,2025-10-19,57,31,10,61.74,617.4,1498,2025-10-22
1499,2025-12-20,12,22,15,109.61,1644.15,1499,2025-12-21
1500,2025-02-03,74,10,16,27.7,443.2,1500,2025-02-11
1501,2025-11-27,77,44,7,50.09,350.63,1501,2025-12-05
1502,2025-09-18,7,44,17,50.09,851.53,1502,2025-09-24
1503,2025-01-30,75,32,15,42.21,633.15,1503,2025-02-08
1504,2025-08-01,29,45,16,48.48,775.68,1504,2025-08-08
1505,2025-06-04,41,23,14,51.8,725.2,1505,2025-06-11
1506,2025-04-14,33,5,13,110.76,1439.88,1506,2025-04-21
1507,2025-10-20,73,30,18,71.07,1279.26,1507,2025-10-22
1508,2025-12-27,42,15,20,83.34,1666.8,1508,2026-01-03
1509,2025-04-11,48,40,17,117.18,1992.06,1509,2025-04-15
1510,2025-12-22,49,43,11,69.72,766.92,1510,2025-12-23
1511,2025-06-18,51,5,16,110.76,1772.16,1511,2025-06-25
1512,2025-02-03,61,16,2,107.15,214.3,1512,2025-02-06
1513,2025-05-30,59,7,13,61.04,793.52,1513,2025-06-07
1514,2025-11-18,48,3,18,51.44,925.92,1514,2025-11-24
1515,2025-11-05,39,27,9,101.8,916.2,1515,2025-11-09
1516,2025-12-22,72,18,13,38.66,502.58,1516,2025-12-29
1517,2025-05-29,39,11,1,48.98,48.98,1517,2025-06-07
1518,2025-01-13,99,31,6,61.74,370.44,1518,2025-01-22
1519,2025-02-25,9,13,5,112.97,564.85,1519,2025-02-28
1520,2025-12-04,63,12,11,36.12,397.32,1520,2025-12-06
1521,2025-11-24,88,9,16,42.88,686.08,1521,2025-12-02
1522,2025-06-07,46,12,20,36.12,722.4,1522,2025-06-15
1523,2025-10-16,95,18,2,38.66,77.32,1523,2025-10-18
1524,2025-02-03,2,15,8,83.34,666.72,1524,2025-02-12
1525,2025-01-31,75,10,5,27.7,138.5,1525,2025-02-04
1526,2025-12-21,43,32,4,42.21,168.84,1526,2025-12-28
1527,2025-10-03,61,39,2,56.36,112.72,1527,2025-10-06
1528,2025-04-23,97,30,4,71.07,284.28,1528,2025-04-25
1529,2025-08-08,88,40,13,117.18,1523.34,1529,2025-08-16
1530,2025-01-20,8,42,15,45.18,677.7,1530,2025-01-24
1531,2025-09-24,54,45,10,48.48,484.8,1531,2025-09-26
1532,2025-07-28,21,17,2,100.37,200.74,1532,2025-07-31
1533,2025-01-21,47,35,1,114.29,114.29,1533,2025-01-24
1534,2025-05-10,9,36,19,52.32,994.08,1534,2025-05-18
1535,2025-12-28,48,5,5,110.76,553.8,1535,2025-12-30
1536,2025-09-12,100,26,1,62.71,62.71,1536,2025-09-17
1537,2025-09-14,24,27,9,101.8,916.2,1537,2025-09-16
1538,2025-03-29,14,37,2,71.88,143.76,1538,2025-03-30
1539,2025-01-29,44,40,18,117.18,2109.24,1539,2025-02-02
1540,2025-08-04,55,5,4,110.76,443.04,1540,2025-08-13
1541,2025-10-13,3,8,20,95.56,1911.2,1541,2025-10-15
1542,2025-08-29,47,19,15,109.26,1638.9,1542,2025-09-06
1543,2025-11-03,71,36,11,52.32,575.52,1543,2025-11-07
1544,2025-03-04,75,38,5,90.3,451.5,1544,2025-03-05
1545,2025-05-02,21,7,2,61.04,122.08,1545,2025-05-03
1546,2025-11-25,70,38,14,90.3,1264.2,1546,2025-11-29
1547,2025-01-20,90,7,14,61.04,854.56,1547,2025-01-21
1548,2025-02-23,18,9,7,42.88,300.16,1548,2025-02-28
1549,2025-02-19,25,31,5,61.74,308.7,1549,2025-02-22
1550,2025-05-09,93,30,9,71.07,639.63,1550,2025-05-11
1551,2025-11-03,11,41,3,116.24,348.72,1551,2025-11-10
1552,2025-11-11,83,3,15,51.44,771.6,1552,2025-11-16
1553,2025-01-14,94,42,18,45.18,813.24,1553,2025-01-19
1554,2025-06-19,38,7,3,61.04,183.12,1554,2025-06-26
1555,2025-01-17,56,37,18,71.88,1293.84,1555,2025-01-22
1556,2025-02-20,82,16,8,107.15,857.2,1556,2025-02-21
1557,2025-07-10,56,41,1,116.24,116.24,1557,2025-07-19
1558,2025-04-30,43,29,19,20.7,393.3,1558,2025-05-03
1559,2025-08-25,30,30,15,71.07,1066.05,1559,2025-08-26
1560,2025-09-04,49,22,17,109.61,1863.37,1560,2025-09-09
1561,2025-01-06,60,29,11,20.7,227.7,1561,2025-01-14
1562,2025-09-25,43,41,15,116.24,1743.6,1562,2025-10-04
1563,2025-01-13,65,17,15,100.37,1505.55,1563,2025-01-19
1564,2025-08-30,73,39,1,56.36,56.36,1564,2025-09-08
1565,2025-10-26,86,22,11,109.61,1205.71,1565,2025-10-29
1566,2025-08-12,20,8,2,95.56,191.12,1566,2025-08-15
1567,2025-10-21,1,14,5,100.81,504.05,1567,2025-10-28
1568,2025-05-04,50,23,14,51.8,725.2,1568,2025-05-07
1569,2025-06-05,100,12,17,36.12,614.04,1569,2025-06-08
1570,2025-10-27,93,46,12,23.69,284.28,1570,2025-11-03
1571,2025-07-25,96,27,15,101.8,1527.0,1571,2025-07-26
1572,2025-04-09,33,22,2,109.61,219.22,1572,2025-04-15
1573,2025-12-25,3,39,11,56.36,619.96,1573,2025-12-30
1574,2025-07-27,38,22,19,109.61,2082.59,1574,2025-08-03
1575,2025-08-28,8,3,13,51.44,668.72,1575,2025-09-03
1576,2025-11-10,56,14,17,100.81,1713.77,1576,2025-11-16
1577,2025-04-02,28,48,18,70.27,1264.86,1577,2025-04-05
1578,2025-01-31,2,17,10,100.37,1003.7,1578,2025-02-01
1579,2025-12-25,90,33,17,31.99,543.83,1579,2026-01-03
1580,2025-03-15,96,28,15,106.07,1591.05,1580,2025-03-24
1581,2025-09-30,65,28,7,106.07,742.49,1581,2025-10-05
1582,2025-10-07,81,41,10,116.24,1162.4,1582,2025-10-08
1583,2025-06-30,43,41,2,116.24,232.48,1583,2025-07-09
1584,2025-10-26,5,20,10,73.93,739.3,1584,2025-10-30
1585,2025-06-05,39,4,13,70.86,921.18,1585,2025-06-12
1586,2025-11-13,25,2,12,83.64,1003.68,1586,2025-11-14
1587,2025-03-10,51,49,19,25.15,477.85,1587,2025-03-14
1588,2025-01-21,35,30,18,71.07,1279.26,1588,2025-01-23
1589,2025-07-17,18,47,17,80.96,1376.32,1589,2025-07-25
1590,2025-03-21,5,11,5,48.98,244.9,1590,2025-03-23
1591,2025-02-13,20,15,7,83.34,583.38,1591,2025-02-14
1592,2025-06-11,54,45,7,48.48,339.36,1592,2025-06-16
1593,2025-01-13,77,19,14,109.26,1529.64,1593,2025-01-17
1594,2025-05-22,54,43,16,69.72,1115.52,1594,2025-05-25
1595,2025-11-02,49,3,3,51.44,154.32,1595,2025-11-08
1596,2025-01-07,87,33,8,31.99,255.92,1596,2025-01-09
1597,2025-09-12,46,37,13,71.88,934.44,1597,2025-09-21
1598,2025-11-26,7,14,20,100.81,2016.2,1598,2025-11-27
1599,2025-05-28,82,11,15,48.98,734.7,1599,2025-06-05
1600,2025-09-08,23,30,11,71.07,781.77,1600,2025-09-13
1601,2025-12-01,63,23,18,51.8,932.4,1601,2025-12-03
1602,2025-04-09,11,6,15,44.93,673.95,1602,2025-04-13
1603,2025-07-25,25,35,10,114.29,1142.9,1603,2025-08-03
1604,2025-05-08,79,49,6,25.15,150.9,1604,2025-05-09
1605,2025-08-15,85,27,5,101.8,509.0,1605,2025-08-17
1606,2025-09-02,14,26,15,62.71,940.65,1606,2025-09-06
1607,2025-05-13,92,39,18,56.36,1014.48,1607,2025-05-17
1608,2025-01-15,77,6,6,44.93,269.58,1608,2025-01-19
1609,2025-08-03,14,33,10,31.99,319.9,1609,2025-08-08
1610,2025-05-17,77,32,17,42.21,717.57,1610,2025-05-24
1611,2025-03-03,78,2,18,83.64,1505.52,1611,2025-03-08
1612,2025-04-27,47,3,8,51.44,411.52,1612,2025-05-04
1613,2025-11-01,92,3,8,51.44,411.52,1613,2025-11-09
1614,2025-03-12,87,33,1,31.99,31.99,1614,2025-03-15
1615,2025-08-23,83,26,14,62.71,877.94,1615,2025-08-28
1616,2025-10-24,62,25,20,42.79,855.8,1616,2025-10-25
1617,2025-05-17,73,35,17,114.29,1942.93,1617,2025-05-21
1618,2025-09-05,79,32,16,42.21,675.36,1618,2025-09-08
1619,2025-06-27,14,11,19,48.98,930.62,1619,2025-07-05
1620,2025-08-09,52,27,12,101.8,1221.6,1620,2025-08-18
1621,2025-03-04,12,40,16,117.18,1874.88,1621,2025-03-07
1622,2025-06-20,31,29,9,20.7,186.3,1622,2025-06-25
1623,2025-09-20,68,27,14,101.8,1425.2,1623,2025-09-24
1624,2025-12-29,63,44,5,50.09,250.45,1624,2026-01-06
1625,2025-11-15,68,42,10,45.18,451.8,1625,2025-11-22
1626,2025-06-22,90,7,8,61.04,488.32,1626,2025-06-25
1627,2025-03-09,10,8,19,95.56,1815.64,1627,2025-03-16
1628,2025-02-02,83,6,4,44.93,179.72,1628,2025-02-10
1629,2025-06-20,24,47,7,80.96,566.72,1629,2025-06-21
1630,2025-05-15,16,24,2,31.01,62.02,1630,2025-05-18
1631,2025-01-11,54,33,7,31.99,223.93,1631,2025-01-18
1632,2025-10-31,46,16,11,107.15,1178.65,1632,2025-11-02
1633,2025-01-11,19,14,11,100.81,1108.91,1633,2025-01-19
1634,2025-05-23,4,5,19,110.76,2104.44,1634,2025-05-26
1635,2025-11-12,88,11,4,48.98,195.92,1635,2025-11-18
1636,2025-01-28,51,46,15,23.69,355.35,1636,2025-01-30
1637,2025-02-26,68,47,17,80.96,1376.32,1637,2025-02-28
1638,2025-02-18,83,1,14,23.14,323.96,1638,2025-02-25
